Date,Subject,From,Message
2024-09-23 14:10:28-05:00,Need Senior Project Manager :: Local DL to NY only,"""Prakash Singh, RCI"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Must be Local to NY with DL Role: Senior Project Manager with Wealth Management and/or Broker dealerLocation: New York, NY – 3 days onsiteDuration: Long Term Visa: H4-EAD, GC-EAD, GC and USC Senior Project ManagerA senior Project Manager with experience leading Wealth Management and/or Broker dealer projects (Not investment Banking) in a Banking or Financial services environment. Candidates need to be on the “Buy” side of transactions and have an excellent understanding of Wealth Management. Job Description:We are seeking an experienced Project Manager with a strong background in Wealth Management and/or Broker-Dealer operations. This individual will lead and manage strategic initiatives and projects, ensuring they are completed on time, within scope, and aligned with the firm’s business objectives. The successful candidate will collaborate with cross-functional teams, stakeholders, and senior management to drive projects forward and deliver solutions that enhance our wealth management and brokerage services. Key Responsibilities:● Lead the planning, execution, and closing of wealth management or broker-dealer projects, from inception to completion.● Define project scope, objectives, and deliverables in alignment with business goals.● Develop detailed project plans, timelines, and budgets, and track progress against them.● Facilitate communication and coordination between project teams, business stakeholders, and senior leadership.● Manage project risks, issues, and changes, ensuring they are mitigated or escalated appropriately.● Oversee the delivery of system integrations, process improvements, and new products or services within the wealth management and broker-dealer space.● Ensure compliance with industry regulations (FINRA, SEC, etc.) throughout project lifecycle.● Conduct regular project status meetings, providing updates and managing stakeholder expectations.● Work with external vendors, partners, and internal teams to achieve project objectives.● Ensure project documentation is complete, including requirements, designs, test plans, and project close-out reports. Qualifications:● Bachelor’s degree in Business, Finance, Information Technology, or a related field.● 10+ years of project management experience in wealth management, broker-dealer, or financial services.● Strong knowledge of wealth management processes, investment products, trading platforms, and brokerage operations.● PMP, CAPM, or Agile certifications are a plus.● Excellent leadership and communication skills, with the ability to manage diverse teams and influence stakeholders.● Proven ability to manage multiple projects concurrently and deliver results in a fast-paced environment.● Familiarity with regulatory requirements and compliance in financial services (FINRA, SEC).● Experience with project management tools such as JIRA, Microsoft Project, or Asana.● Strong analytical and problem-solving skills. Preferred Skills:● Experience with digital transformation initiatives in wealth management or broker-dealer operations.● Understanding of emerging trends in fintech, robo-advisory, and client portal enhancements.● Familiarity with cloud-based wealth management platforms or broker-dealer systems."
2024-09-23 14:10:40-05:00,"Immediate requirement | Snowflake Developer | Plano, TX 75024 | Onsite","""RK, Softcom Systems Inc"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Role: Snowflake DeveloperLocation: Plano, TX 75024 | Onsite Type: ContractMinimum years of experience: 8-10 yearsJob Details (Must Have Skills):• Snowflake• Python• ETLNice to have skills:• Data warehouse• UnixDetailed Job Description:• Overall 7 to 8 years of experience as a Data Engineer. • Should have experience in ETL/ELT processes and designing cloud based data warehousing solutions• Hands on experience in writing Advanced SQL Queries, Stored Procedures and Views • Good knowledge in Snowflakes cloud infrastructure, Snow SQL and SNOWPIPE.• Should have knowledge in dimensional data modeling, encompassing Star and Snowflake schemas, and Slowly Changing Dimensions SCD.• Proficient in data governance and business intelligence"
2024-09-23 14:11:17-05:00,React JS Developer,"""Pavankalyan, Atvsllc"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Role: React Developerneed some good & genuine candidatesExp: 8-12(Max)Client: TECHMRemoteSkills: Java, FrontEnd6+ years of web development experience on React Js· Strong Experience in developing rich client functionality with good knowledge of React JS, Redux, HTML, CSS· Strong Knowledge of web performance and accessibility best practices· Must have knowledge on Agile and Scrum Method.· Experience with Agile toolsets, such as Jira· Great communication and collaboration skills (including written and spoken English)· Ready to accept the challenge and work on any technology· Good team player SKILLS & CAPABILITES· Write clean, manageable code, maintain proper documentation.· Excellent code review abilities.· Team Handling Experience· Continuously discover, evaluate, and implement new technologies and UI frameworks to maximize development efficiency· Passion for quality and innovation.· Tremendous attention to detail and an ability to build reliable, scalable, and flexible software· Collaborate with cross-functional teams to define, design new features· Estimate timelines and deliver as per schedule.· Responsible and capable of meeting tight deadlines· A scrappy, get it done attitude that completes high quality projects and tackles unforeseen challenges."
2024-09-23 14:04:52-05:00,"Opening for Guidewire Automation (Claims Center)  Location: San Antonio, TX or Plano, TX  (Day 1 onsite)","""Rahman, Webster Tech Solutions INC"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Position: Guidewire Automation (Claims Center)Location: San Antonio, TX / Plano, TX – (Day 1 onsite) Mandatory Skill-Set - Automation, Selenium, Cucumber, Unit Testing, Functional Testing, JMeter/Junit, Guidewire Claims Center experience, Test Integration, Claims Center Migration. Job Description:Analyze and identify the topics/events in Guidewire.Analyze the Automation approach for QA automation, Selenium , Unit/Functional testing using Junit/JMeter.Must be hands on experience with Guidewire Claims Center. Good to have hands on experience in GTUI Framework.Prepare Test Data strategy based on Claim Center and legacy system.Strong expertise in Testing integrations and core functionalitiesExpertise in claims center migration, must be hands on with post migrations experience.Knowledge and experience on basic SQL queries.Strong automation expertise working Selenium, Jmeter and TDD.Perform validation between Guidewire Data model and customer specific data model.Prepare Estimation for different testing types and share with the stake holders.Coordinate with Offshore, Onshore, and other stake holders to complete the deliverables.Need to have experience in End-to-end testing for Claim Center."
2024-09-23 14:05:02-05:00,Immediate Interview Role - Python Developer - Only H1B,"""sudha, G&amp;S Tachyon Inc"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Python Developer ( Minimum 10+ Must ) - Rate - $45Location will be McLean, VA or Tysons, VA - 2 days on-siteNo of Roles : #3PYTHON programming side - more to do with Programming.Financial Background is Must RequiredVisa : Only H1B ( PP Number Must For Submission )Job DescriptionBachelor's and/or Masters in computer science OR related field of study.12+ years’ experience in software development or a related field.Strong communicator (written and spoken) who excels at working with distributed teams.Strong skills and extensive experience in Python and Django.Strong skills in working with MySQL and MongoDB.Experience with Redis.Experience with AWS technologies.Strong in Python Application DevelopmentShould have experience of architecting full stack Python Application, preferably for data acquisitionExperience in various frameworks of Python (Django, Flask, ORM, Pandas, etc)Should have excellent understanding of OOPs concepts and should have experience in effectively utilizing the same in application developmentShould have strong experience in writing SQL (joins, aggregate functions, indexes, partitions)Preferable to have financial domain experience, understanding of asset classes would be an added advantageShould be a go-getter and should show enthusiasm through his project work"
2024-09-23 14:05:27-05:00,"urgent need: SAP S4 HANA SD Consultant || Location: Remote TX, NY, or IL || Duration: 8 -12 month","""shashmita, VYZE INC"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Role: SAP S4 HANA SD ConsultantLocation: Remote TX, NY, or IL Duration: 8 -12 month with possible extensionvisa: US Citizen on Green Card onlyClient Domain: Financial servicesMust Have Experience Financial Services IndustryJob Description:Client is looking for an SAP SD Consultant with S/4 HANA experience to work on Enhancement and AMS (Application Management Services). This is a mid-senior level role required for continues improvement support.Candidate must have experience in the Financial Services Industry with experience with implementations or work with any type of services, like consulting, or advisory, HR, outsourcing etc."
2024-09-23 14:05:52-05:00,local only 12 + Urgent need for  Java developer with Aws and Mongo DB   local to Plano Texas and jersey city,"""Sushant kumar, Kksoftwareassociates"" <phmailadmin@scentricopowerhousesmtpdist3.email>",Java developer with Aws and Mongo DBLocal to Plano Texas and jersey City
2024-09-23 14:06:07-05:00,Oracle EBS HRMS Techno Functional in NY,"""Hemanth Kumar, Talent Groups"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Greetings!!This is Hemanth from Talent Group. I have an excellent job opportunity with one of our premier clients. Since it is an urgent business requirement your prompt response is appreciateTitle Oracle EBS HRMS Techno-FunctionalLocation Long Island City, NY (Onsite 3days/week)Duration 1+ YearPrimary Skills Oracle US Payroll, OAF, PL/SQL, Reports, WF, AME, Fast FormulaJob Description:1. Senior Techno functional EBS HRMS (Not Cloud HCM) consultant with 10+ years of experience to be based out of NY, USA (2-day WFO as of today, may increase in future)2. Hands on experience on integrations, OAF, PL/SQL, Reports, WF, AME, Fast Formula etc.,3. Good customer handling experience.4. Work closely with customer and leads the offshore based track.5. Good communication skills.6. Drive all cadence calls with customer stake holders.7. Experience in managing offshore based teams (>40 members).ThanksHemanthHemanth.k@talentgroups.com"
2024-09-23 12:00:05-05:00,software test engineers who have worked on Wi-Fi test,"""Angel.s, concorditsystems"" <phmailadmin@prohirespowerhouse.com>","experience on Machine Learning is mandatoryExperience on WLAN protocols like 802.11a/b/g/n/ac/ax, be Experience with Security protocols such as WPA2 , WPA3, 802.1XExperience on Wi-Fi extenders, mesh and steering related protocols such as 802.11k, 802.11vGood Knowledge on test bed design and designing test strategiesSomeone who can develop tools on Wi-Fi testingExperience on Linux and good coding experience – any lang is okGood knowledge and analysis capabilities with Wi-Fi sniffers/packet capture toolsExperience on throughput, performance, stability, stress etc. on WLANExperience on tools such as spectrum analyzer, Ixia, attenuators, Omni peek, Wireshark, Spirent, RF equipment etc. ReplyReply to allForwardAdd reaction"
2024-09-23 11:59:24-05:00,"Workday Project Manager -- Boston, MA (Hybrid)","""Subodh Kumar, TEK INSPIRATIONS LLC"" <phmailadmin@prohirespowerhouse.com>","Job Description -Workday Project ManagerBoston, MA (Need Only Local candidates)HybridNeed Candidate LinkedinProject Summary: The candidate will join the HarbourVest team and help to establish the Workday practice for the client. Responsibilities:Partner closely in an ongoing manner with the HRIS Manger, HR Functional Leads and IT teammates on helping to define scope, timelines, resources, dependencies, requirements, testing and results for Workday enhancements.Organize and handle the ongoing prioritization of Workday ‘maintenance’ items. This includes ‘bug and enhancement’ items including leading and/or participating in vital meeting routines. Technical and General Skillset Required: Minimum 15 years of experience in IT and 5 years of experience as a Project ManagerMinimum 5 years of experience with WorkdayExtensive knowledge of Workday HCM and understanding of downstream impacts to the various benefits, absence, talent, performance, recruiting, compensation administration modulesHighly desirable experience in Financial Services industry & PMP certificationStrong interpersonal and communication (verbal & written) skills; proven ‘customer service’ skills; ability to interact with all levels of employees across the firmSelf-motivated with proven track record to multitask and handle multiple deadlines in a fast-paced environmentStrong organizational, time management, and collaboration skillsMust be able to maintain strict confidentiality and maintain a high level of trust and integrity to handle critical and confidential situations and documentationAbility to interact effectively with stakeholders at all levels"
2024-09-23 12:03:25-05:00,AWS Infrastructure &amp; Development,"""ASHOK, 4SERVE"" <phmailadmin@prohirespowerhouse.com>",AWS Infrastructure & Development Experience Level 5-10 yearsSkills & Job ResponsibilitiesAWSPythonSageMaker Data Wrangler Application Support Resource
2024-09-23 12:03:52-05:00,"C2C -- Security Cloud Architect -- Frisco, TX  Day 1 ONSITE","""Pinki Kumari, Intellicept Corporation"" <phmailadmin@prohirespowerhouse.com>","Security Cloud Architect C2CFrisco, TX – Day 1 ONSITELocal candidate onlyExperience Required 15+ Years Required skills• Accountable for translating private cloud implementation into a well-defined blueprint that uses Cloud Security Products to enhance IT security. Understands the vision and enabler to autonomously cater to user needs.• In-depth knowledge of system design and architecture with the technologies and experience implementing a wide range of solutions• Delivered hybrid cloud architectures that are secure, resilient, scale and adhere to best-practice procedures. (AWS, Microsoft Azure, GCP)• Deep understanding of cloud computing principles, including virtualization, containerization, microservices, and serverless computing; Risk Management, RHCOS security, container security, Kubernetes security, IAM security, network security, auditing, encryption, secrets management and data protection, securing CI/CD• Manage the selection and architecture of cloud security tools and controls, including existing enterprise tools that can extend into the cloud, cloud-native security controls and third-party offerings.• Develop IAM architectures where Identity becomes the new perimeter and moves defenses from static, network-based perimeters to focus on users, assets, and resources. (IGA, IDaaS, PAM, MFA)• Advances knowledge of Identity Security concepts, least-privilege, separation of duties, and Zero trust design principles.• Experience with IAM Policy ‘as code’ ; OPA – Open Policy Agent (Styra Enterprise version of OPA); Cedar – Aws opensource policy agent• Ability to be a technically strong individual with an IT Security background who has demonstrated skill in managing product teams; solid understanding of how IT Security enhances Digital Transformation and identifies new ways of helping bring new business solutions to market while remaining secure• Leading a team of IAM, network structuring, and enhancing the self-service experience.• Act as a Thought Leader to stakeholders such as CISOs and executive sponsor with regards to emerging technologies and market trends• Accountable for customer orientated communications plan, focusing on strategic business value• Work closely with the project team, CISO to manage and govern security forums with CISOs, NITSOs, CIOs and CTOs Competencies:Enterprise ArchitectureCertificate managementCybersecurity StrategyIdentity and Access ManagementProject Management & PlanningZero trustGovernance Risk and CompliancePrivileged account securityCyber threat managementData governance & securityFunctional cybersecurity operationsBusiness continuity managementDevSecOps practicesVulnerability managementMicroservices and container securityThreat managementHybrid cloud securitySIEM & SOAR Frameworks:• ISO 27001, NIST CSF, NIST SSDF, CIS controls, OWASP Top 10, SAMM, GDPR, SOX type 1 & 2, TOGAF Qualifications:• Minimum 15 years of qualified experience• Bachelor's degree in computer science(s), information technology/security, systems engineering or relevant work experience• Good to have Professional certifications in information technology and cloud security -- CISSP preferred CISM (optional), CCSP (optional), CISA (optional), CEH (optional), OSCP (optional); Architect Certification, Thanks & RegardsPinki KumariTalent AdvisorEmail: pinki@intellicept.comCell:- (848) 999-4581Intellicept Corporation"
2024-09-23 12:05:53-05:00,"SAP S,4HANA Production Planning,Mfg  Visa: USC, GC, GC-EAD and H4-EAD  Location: PA- - up to 50% (Hybrid) (Newtown) (travel expenses paid)  Duration: 6-12 months  Interview mode: Video","""sanjaya, adventatech"" <phmailadmin@prohirespowerhouse.com>","Hope you are doing well please find the requirement below and kindly let me know if you have ritht candidate.Title: SAP S/4HANA Production Planning/MfgVisa: USC, GC, GC-EAD and H4-EADLocation: PA- - up to 50% (Hybrid) (Newtown) (travel expenses paid)Duration: 6-12 monthsInterview mode: Video 15 year exp LinkedIn ID Must Have: • Seeking consultant with strong S/4HANA Production Planning SAP • SAP S/4HANA Master Data (BOM, Routing, Work Centers, Production Order) • Knowledge of integration with SD, IM, PM modules • SAP S/4HANA Material Requirements Planning (MRP) • SAP S/4HANA Order Processing • Knowledge of Fiori tiles and apps • Experience conducting Fit-to-Standard workshops • Familiar with SAP Activate methodology and Best Practices • Knowledgeable of Public Sector project experience preferred (preferably state and local governments) • Process modeling with SAP Signavio experience a plus SANJAYA KUMAR BEHERAAdventa Tech Inc.Cell: +1 1 571 517 6047E-Mail: sanjaya@adventatech.comLinkedIn: https://www.linkedin.com/in/sanjaya-kumar-behera-b70334244/Website: www.adventatech.com"
2024-09-23 14:01:23-05:00,Urgent opening for Site Reliability Engineer,"""Rohit Singh, KK software associates"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Hello,Hope you are doing good.This is Rohit from KK Software Associates LLC. We are the Preferred vendor for the clients.I found your resume suitable for one of the job opportunities we currently have. Please find the detailed job description and please do let me know if you are interested in this opening:Role name: Site Reliability EngineerCompetencies: DevOps Monitoring and Management, Site Reliability Engineering (SRE)Experience (Years): 6-8Location: Atlanta, GAClient: TCSRate: $50/hrRole Description: Run the production environment by monitoring availability and taking a holistic view of system healthBuild software and systems to manage platform infrastructure and applicationsImprove reliability, quality, and time-to-market of our suite of software solutionsMeasure and optimize system performance, with an eye toward pushing our capabilities forward, getting ahead of customer needs, and innovating for continual improvementProvide primary operational support and engineering for multiple large-scale distributed software applicationsEssential Skills: Gather and analyze metrics from operating systems as well as applications to assist in performance tuning and fault findingPartner with development teams to improve services through rigorous testing and release proceduresParticipate in system design consulting, platform management, and capacity planningCreate sustainable systems and services through automation and upliftsBalance feature development speed and reliability with well-defined service-level objectivesAbility to program (structured and OOP) using one or more high-level languages, such as Python, Java, C/C++, Ruby, and JavaScriptExperience with distributed storage technologies such as NFS, HDFS, Ceph, and Amazon S3, as well as dynamic resource management frameworks (Apache Mesos, Kubernetes, Yarn)Proactive approach to identifying problems, performance bottlenecks, and areas for improvement. Thanks & Regards…,Rohit Kumar SinghLead US IT RecruiterMail: rohit.k@kksoftwareassociates.com www.kksoftwareassociates.com"
2024-09-23 12:05:19-05:00,opening for Abinitio Developer,"""HariPrasath Asokan, kk associates LLC"" <phmailadmin@prohirespowerhouse.com>","Hi, This is Hari from kk associates, Below Position is Immediate Position from the Client Kindly share Suitable resumes to hari.ak@kksoftwareassociates.com. Abinitio DeveloperLocation:Plano, TXHire Type: Contract Job Description:Role name: DeveloperRole Description: Abinitio ETLStrong Abinitio developers (with proper hands on experience)Competencies: Ab InitioExperience (Years): 6-8Essential Skills: Abinitio ETLStrong Abinitio developers (with proper hands on experience)Desirable Skills: Abinitio ETLStrong Abinitio developers (with proper hands on experience)Thanks & Regards…,Hariprasath AsokanTechnical RecruiterKK Associates LLC.8751 Collin McKinney Pkwy, # 1302, McKinney, TX 75070555 Metro Place North, Suite # 100, Dublin, OH 43017Mobile: (469) 343-4997Email-id: Hari.aK@kksoftwareassociates.comwww.kksoftwareassociates.com"
2024-09-23 14:03:05-05:00,Technical Data Analyst (Local to NJ-NY-PA)-9-12+ yrs exp,"""Sana, HanStaffing"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Technical Data AnalystNew York City /Jersey City NJ /Pittsburgh PA (HYBRID 3 days onsite)Duration: Long TermCollaborate with stakeholders to define and document business requirements and technical specifications.Analyze complex datasets to provide insights that drive business decisions and optimize processes.Develop and maintain data models, dashboards, and reports using analytics tools (e.g., SQL, Tableau, Power BI).Conduct root cause analysis and data validation to ensure data accuracy and integrity.Create user stories, use cases, and process flows to facilitate communication between business and technical teams.Assist in the design and implementation of data-driven solutions, working closely with developers and data engineers.Participate in Agile/Scrum ceremonies, providing input on project scope and prioritization.Facilitate workshops and meetings to gather requirements, present findings, and provide recommendations.Monitor and evaluate the effectiveness of implemented solutions and suggest enhancements.Familiarity with ETL processes and data warehousing solutions.Proficiency in data analytics and visualization tools Strong understanding of data modeling concepts and database design principles.Experience with Agile methodologies and project management tools (e.g., JIRA, Confluence).Excellent analytical and problem-solving skills with a detail-oriented mindset.Strong communication skills, with the ability to articulate complex technical concepts to non-technical stakeholders."
2024-09-23 13:56:56-05:00,sap fico treasury,"""deep, infospeeds"" <phmailadmin@scentricopowerhousesmtpdist3.email>","HiToday we have a new role with usROLE:SAP FICO With TRMLocation: Houston, TX-OnsiteSAP FICO (Financial Accounting and Controlling) and SAP TRM (Treasury and Risk Management) are key components within the SAP ERP system that help organizations manage their financial processes and risks effectively. Here’s a brief overview of each: SAP FICOSAP FI (Financial Accounting): General Ledger Accounting: Central component where all accounting transactions are recorded.Accounts Payable: Manages vendor transactions and payments.Accounts Receivable: Manages customer transactions and payments.Asset Accounting: Manages company assets and their depreciation.Bank Accounting: Manages bank transactions and statements.Consolidation: Combines financial statements from multiple entities.SAP CO (Controlling): Cost Element Accounting: Tracks costs and revenues.Cost Center Accounting: Manages costs by department or area.Internal Orders: Tracks costs of specific tasks or projects.Activity-Based Costing: Allocates costs based on activities.Profitability Analysis: Analyzes profitability by market segment.Product Cost Controlling: Tracks costs related to the production process.SAP TRM (Treasury and Risk Management)Treasury Management: Cash and Liquidity Management: Ensures adequate liquidity and manages cash flow.Debt and Investment Management: Manages financial instruments, including loans and investments.Financial Risk Management: Identifies and mitigates financial risks.Risk Management: Market Risk Management: Assesses risks related to market changes, including interest rates and foreign exchange rates.Credit Risk Management: Manages credit exposure and counterparty risks.Operational Risk Management: Identifies and mitigates risks related to operations."
2024-09-23 13:57:12-05:00,Job Analyst,"""ashok, hclglobal"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Job AnalystRemoteAnalytical Ability, Scripting,Automation ToolA Job Analyst plays a key role in managing and optimizing job scheduling and automation processes, including JAMS (Job Access and Management System). This position is critical to ensuring the smooth and efficient execution of automated workflows, which are vital to supporting IT infrastructure and business operations, particularly within the HealthEquity products in the Consumer-Driven Health Plan (CDHP) space.Initial responsibilities include conducting a comprehensive analysis of existing scheduled jobs, documenting current processes, and providing actionable recommendations to enhance efficiency, streamline operations, and establish clear accountability.Here’s a general job description for this role:Job Title: Job AnalystKey Responsibilities:1. Job Configuration and Management:o Define, create, and manage job schedules within the system.o Ensure jobs are configured to run at appropriate times and under correct conditions.o Modify and update job properties, schedules, and parameters as needed.2. Monitoring and Troubleshooting:o Monitor job executions to ensure they complete successfully.o Troubleshoot and resolve job failures or performance issues.o Provide timely support and resolution for job-related incidents.3. Documentation and Reporting:o Maintain detailed documentation of job configurations and changes.o Generate reports on job performance and system utilization.o Ensure compliance with organizational policies and procedures.4. Collaboration and Communication:o Work closely with IT and business teams to understand job requirements.o Communicate effectively with stakeholders regarding job statuses and issues.o Participate in team meetings and contribute to process improvements.5. System Maintenance and Upgrades:o Assist in the maintenance and upgrade of the system.o Ensure the system is up-to-date with the latest patches and enhancements.o Test and validate system changes before implementation.Qualifications:• Education: Bachelor’s degree in Computer Science, Information Technology, or a related field.• Experience: Previous experience with job scheduling systems, preferably JAMS.• Skills:o Strong analytical and problem-solving skills.o Proficiency in scripting and automation tools.o Excellent communication and teamwork abilities.o Attention to detail and ability to manage multiple tasks."
2024-09-23 12:12:06-05:00,"Oracle Financial Services Analytical Application (OFSAA) :: OH , MN , MI , IL (3 days onsite )","""UTTAM BARMAN, SONITALENTCORP"" <phmailadmin@prohirespowerhouse.com>","Position OFSAA Developer (W2 OR 1099) OR C2CDuration – 3 months +Location Columbus, OH / Minneapolis, MN / Detroit, MI / Chicago, IL (3 days onsite, 2 days Remote)Visa USC , GC , GC EAD , H4 EAD Must Have- 3-5 years supporting OFSAA 8.0.6 and OFSAA 8.1Basic Unix/Linux scripting experienceETL, PL/SQL programming experienceSQL Developer, Toad experience5+ years Data Warehouse experience5+ years of application development and implementation experience Job Description – 5+ years of financial services/banking experienceOracle Financial Services Analytical Application (OFSAA) experienceBasic Unix/Linux experienceETL, PL/SQL programming experienceSQL Developer, Toad experienceErwin Data Modelling Experience RequiredExperience in merging models from different OFSAA instancesZena Enterprise Job Scheduling knowledgeExperience in OFSAA patching, monitoring, and performance tuningExtremely Strong understanding of bank terminology and finance related topicsAbility to work independently and multitask within a collaborative work environmentExcellent troubleshooting, organizational and analytical skillsWillingness and aptitude for continuous improvementDo the right thing attitude while being a strong team playerStrong communication and collaboration skills, focus on customer service Thanks & Regards Uttam Barman, Technical Recruiter LinkedIn: https://www.linkedin.com/in/uttam-barman-b494b1254/Email: uttam.barman@sonitalentcorp.comContact: 8599464061"
2024-09-23 13:59:12-05:00,"AWS SecOps Engineer(Onsite) || Mountain View, CA","""Maninder Kour, TestingXperts"" <phmailadmin@scentricopowerhousesmtpdist3.email>","Position Title- Sr. AWS SecOps EngineerExperience- 5+ YearsWork location: Mountain View, CA Need only local candidateDuration- 1+ YearJob description-Work directly with our clients as an AWS Cloud SecOps EngineerImprove and remediate security in existing AWS accounts, infrastructure and resources based on Samsung corporate security standards and AWS security best practicesExperience with remediating security in IAM, S3, Security Groups, NACL, IGW, NFW, VPC, Endpoints and other AWS resourcesExpertise in writing JSON IAM and S3 policies – deep understanding of AWS policy languageExperience in AWS account security auditingExperience in scripting using AWS API’s (boto3 or AWS cli)Understanding of TCP/IP networking principlesDevelop and maintain secure and reliable cloud infrastructure (OS security patching, secure backups, monitoring, secure logging, and IAM user account creation)Support or modify underlying AWS infrastructure and services for security hardeningFamiliarity with cloud deployment automation, as well as CI/CD pipeline builds to support cloud based workloadsProvide experience, knowledge and develop competency on Terraform, Ansible and Cloud native automation toolsStay on top of the latest AWS security trends and develop expertise in emerging cloud security technologiesDevelop and maintain technical documentation in Atlassian ConfluenceExcellent experience using Atlassian Jira ticketing and Jira project managementTroubleshoot technical security issues Qualifications-AWS Security-Specialty certification with a minimum 3 years of practical experience securing AWS environmentsMaster’s or Bachelor’s degree in Computer Science, Computer Engineering, Electrical Engineering or related technical field, and two years of experience in related software or systems8+ years overall industry experience. Work experience desired-DevOps: automation experience on Amazon AWSCloud: Amazon AWS, AWS Marketplace, PaaS, IaaS, SaaSPlatforms and tools: Bash, python or other scripting languagesDevOps/Automation: Terraform, AnsibleExperience with networking and compute infrastructure such as servers, database, firewalls and load balancersExperience with current information security practices and proceduresCloud Solutions Architect-Associate level or above and AWS Security Specialty certificationsHands-on experience with Jira and ConfluenceExcellent interpersonal and organizational skillsExcellent oral and written communication skills"
2024-09-23 12:11:22-05:00,"Java Kotlin engineer - San Diego, CA(Hybrid 3 days)","""John, VySystems"" <phmailadmin@prohirespowerhouse.com>","Requirements:• Bachelor's degree in Computer Science or a related field.• 6+ years of professional experience in Kotlin development• Strong proficiency in Kotlin, with a good understanding of its basic syntax and language features• Experience with scripting languages such as Python or JavaScript is ideal• Familiarity with version control systems such as Git• Excellent problem-solving and critical thinking skills• Strong communication and collaboration skills• Ability to work independently with minimal supervisionPreferred Skills:• Experience with mobile and web application development• Familiarity with front-end development technologies such as HTML, CSS, and JavaScript• Experience with cloud-based technologies and services such as Amazon Web Services (AWS)This is an excellent opportunity for an experienced developer who is looking to work in a dynamic and challenging environment and who enjoys taking ownership of projects and initiatives. If you have the qualifications and experience we are seeking, please apply to join our team."
